"ID","Name","Location","Phone","Email"
"1271","Rhea Little III","Brentwood, TN","615-571-2628","rhea.little@brentwoodtn.gov"
"1272","Rick Graham","Spring Hill, TN","931-486-2252","rgraham@springhilltn.org"
"1273","Paige Brown","Gallatin, TN","615-451-5961","paige.brown@gallatintn.gov"
"1274","Chaz Molder","Columbia, TN","931-381-3833","chaz.molder@columbiatn.com"
"1275","Mike Palazzolo","Germantown, TN","901-757-7201","mayor@germantown-tn.gov"
"1276","Jason Cole","La Vergne, TN","615-308-3565","jcole@lavergnetn.gov"
"1277","Ricky Shelton","Cookeville, TN","931-520-5241","rshelton@cookeville-tn.org"
"1278","Sylvester Turner","Houston, TX","832-393-1000","mayor@houstontx.gov"
"1279","Ron Nirenberg","San Antonio, TX","210-207-7060","ron.nirenberg@sanantonio.gov"
"1280","Eric Johnson","Dallas, TX","214-670-0773","eric.johnson@dallascityhall.com"
"1281","Steve Adler","Austin, TX","512-978-2100","steve.adler@austintexas.gov"
"1282","Betsy Price","Fort Worth, TX","817-392-6118","betsy.price@fortworthtexas.gov"
"1283","Dee Margo","El Paso, TX","915-212-0021","mayor@elpasotexas.gov"
"1284","Jeff Williams","Arlington, TX","(817) 459-6121","jeff.williams@arlingtontx.gov"
"1285","Joe McComb","Corpus Christi, TX","361-826-3100","joe.mccomb@cctexas.com"
"1286","Harry LaRosiliere","Plano, TX","972-941-7107","mayor@plano.gov"
"1287","Pete Saenz","Laredo, TX","956-791-7400","psaenz@ci.laredo.tx.us"
"1288","Dan Pope","Lubbock, TX","806-775-2010","dpope@mylubbock.us"
"1289","Lori Barnett Dodson","Garland, TX","972-205-2400","mayor@garlandtx.gov"
"1290","Rick Stopfer","Irving, TX","972-721-2410","mayor@cityofirving.org"
"1291","Ginger Nelson","Amarillo, TX","806-378-3010","mayor@amarillo.gov"
"1292","Ron Jensen","Grand Prairie, TX","972-237-8022",""
"1293","George Fuller","McKinney, TX","972-547-7507","gfuller@mckinneytexas.org"
"1294","Jeff Cheney","Frisco, TX","972-292-5050","jcheney@friscotexas.gov"
"1295","Trey Mendez","Brownsville, TX","956-546-7159","trey.mendez@cob.us"
"1296","Jeff A. Wagner","Pasadena, TX","713-475-5501","themayor@ci.pasadena.tx.us"
"1297","Jose L. Segarra","Killeen, TX","254-368-7991","mayor@killeentexas.gov"
"1298","James E. Darling","McAllen, TX","956-681-1020","jdarling@mcallen.net"
"1299","Bruce Archer","Mesquite, TX","972-216-6400","mayor@cityofmesquite.com"
"1300","Patrick Payton","Midland, TX","432-685-7204","ppayton@midlandtexas.gov"
"1301","Chris Watts","Denton, TX","940-349-7717","chris.watts@cityofdenton.com"
"1302","Kyle Deaver","Waco, TX","254-750-5750","wacomayor@wacotx.gov"
"1303","Kevin Falconer","Carrollton, TX","972-466-3001","kevin.falconer@cityofcarrollton.com"
"1304","Craig Morgan","Round Rock, TX","512-218-5400","citycouncil@roundrocktexas.gov"
"1305","Anthony Williams","Abilene, TX","325-676-6205","anthony.williams@abilenetx.com"
"1306","Tom Reid","Pearland, TX","281-652-1654","treid@pearlandtx.gov"
"1307","Paul Voelker","Richardson, TX","972-744-4203","paul.voelker@cor.gov"
"1308","David Turner","Odessa, TX","432-335-4104","cs@odessa-tx.gov"
"1309","Joe R. Zimmerman","Sugar Land, TX","281-275-2700","jzimmerman@sugarlandtx.gov"
"1310","Becky Ames","Beaumont, TX","409-880-3736","becky.ames@beaumonttexas.gov"
"1311","Karl Mooney","College Station, TX","979-200-9748","kmooney@cstx.gov"
"1312","Rudy Durham","Lewisville, TX","972-219-3404","rdurham@cityoflewisville.com"
"1313","Pat Hallisey","League City, TX","281-910-0182","pat.hallisey@leaguecity.com"
"1314","Martin Heines","Tyler, TX","903-531-1250",""
"1315","Stephen L. Santellana","Wichita Falls, TX","940-761-7404","stephen.santellana@wichitafallstx.gov"
"1316","Debbie Stout","Allen, TX","(214) 509-4120","dstout@cityofallen.org"
"1317","Brenda Gunter","San Angelo, TX","325-450-8734","brenda.gunter@cosatx.us"
"1318","Richard Molina","Edinburg, TX","956-383-5661","citysec@cityofedinburg.com"
"1319","Toby Powell","Conroe, TX","936-522-3010","mayor@cityofconroe.org"
"1320","Andrew Nelson","Bryan, TX","979-209-5008","anelson@bryantx.gov"
"1321","Armando Ocana","Mission, TX","956-580-8662","mayor@missiontexas.us"
"1322","Barron Casteel","New Braunfels, TX","830-832-6899","mayor@nbtexas.org"
"1323","Andy Mack","Longview, TX","903-237-1022","mayor@longviewtexas.gov"
"1324","Ambrosio 'Amos' Hernandez","Pharr, TX","956-702-5335","mayor@pharr-tx.gov"
"1325","Steve Dixon","Flower Mound, TX","972-874.6067","mayor@flower-mound.com"
"1326","Brandon Capetillo","Baytown, TX","281-420-6550","mayor@baytown.org"
"1327","Corbin Van Arsdale","Cedar Park, TX","512-964-1633","mayor.vanarsdale@cedarparktexas.gov"
"1328","William A. Jones III","Temple, TX","254-298-2951","bjones@ci.temple.tx.us"
"1329","Yolanda Ford","Missouri City, TX","281-403-8500","yolanda.ford@missouricitytx.gov"
"1330","Dale Ross","Georgetown, TX","512-930-3651","mayor@georgetown.org"
"1331","David L. Cook","Mansfield, TX","817-276-4204","david.cook@mansfieldtexas.gov"
"1332","Oscar Trevino","North Richland Hills, TX","817-427-6060","otrevino@nrhtx.com"
"1333","Rawley McCoy","Victoria, TX","361-485-3030","rmccoy@victoriatx.org"
"1334","Tammy Dana-Bashian","Rowlett, TX","972-412-6115","tdana-bashian@rowlett.com"
"1335","Chris Boswell","Harlingen, TX","956-428-9191","cboswell@southtexlaw.com"
"1336","Victor Gonzales","Pflugerville, TX","512-990-6101","mayor@pflugervilletx.gov"
"1337","Jane Hughson","San Marcos, TX","512-781-8538","jhughson@sanmarcostx.gov"
"1338","Linda Lipp Martin","Euless, TX","817-685-1437","mayor@eulesstx.gov"
"1339","Troy Hill","Leander, TX","512-528-2700","mayor@leandertx.gov"
"1340","Thurman 'Bill' Bartie","Port Arthur, TX","409-983-8105","thurman.bartie@portarthurtx.gov"
"1341","William 'Bill' D. Tate","Grapevine, TX","817-410-3105","wtate@grapevinetexas.gov"
"1342","Curtistene Smith McCowan","DeSoto, TX","972-230-9664","kmorris@desototexas.gov"
"1343","Eric Hogue","Wylie, TX","972-516-6010","eric.hogue@wylietexas.gov"
"1344","James D. Yarbrough","Galveston, TX","409-797-3510","jimyarbrough@cityofgalveston.org"
"1345","David Hillock","Little Elm, TX","214-975-0402","dhillock@littleelm.org"
"1346","Jim Griffin","Bedford, TX","817-952-2108","jim.griffin@bedfordtx.gov"
"1347","Matthew 'Matt' T. Doyle","Texas City, TX","409-643-5902","mayor-tx@texas-city-tx.org"
"1348","Stephen Mason","Cedar Hill, TX","972-291-8450","stephen.mason@cedarhilltx.com"
"1349","Pat McGrail","Keller, TX","817-743-4007","pmcgrail@cityofkeller.com"
"1350","Ken Shetter","Burleson, TX","817-426-9662","mayor@burlesontx.com"
"1351","Travis Mitchell","Kyle, TX","512-944-0948","tmitchell@cityofkyle.com"
"1352","Jim Pruitt","Rockwall, TX","972-771-7700","jimpruitt@rockwall.com"
"1353","An Truong","Haltom City, TX","817-222-7700","mayor@haltomcitytx.com"
"1354","Joe McCourry","The Colony, TX","972-624-4440","tcmayor@thecolonytx.gov"
"1355","David Plyler","Sherman, TX","903-813-2042","davidp@ci.sherman.tx.us"
"1356","Karen Hunt","Coppell, TX","972-304-3669","khunt@coppelltx.gov"
"1357","Andy Brauninger","Huntsville, TX","936-291-5403","abrauninger@huntsvilletx.gov"
"1358","David Suarez","Weslaco, TX","956-968-3181","david.suarez@weslacotx.gov"
"1359","Ralph Gutierrez","Schertz, TX","210-619-1000","ralphgutierrez@schertz.com"
"1360","Robert C. Dye","Farmers Branch, TX","972-919-2503","robert.dye@farmersbranchtx.gov"
"1361","Mike Foreman","Friendswood, TX","281-996-3270","mayor@friendswood.com"
"1362","Clyde Hairston","Lancaster, TX","972-218-1300","chairston@lancaster-tx.com"
"1363","Barry L. Gordon","Duncanville, TX","972-780-5017","bgordon@duncanville.com"
"1364","Henry Wilson","Hurst, TX","817-980-2577","mayor.wilson@hursttx.gov"
"1365","William 'Bill' T. Benton","Rosenberg, TX","832-595-3340","william.benton@rosenbergtx.gov"
"1366","Bob Bruggeman","Texarkana, TX","903-223-3153","rbbruggeman@aol.com"
"1367","Mario Garza","San Juan, TX","956-223-2200","mgarza@cityofsanjuantexas.com"
"1368","Kevin Strength","Waxahachie, TX","469-309-4000","kstrength@waxahachie.com"
"1369","Bruno 'Ralphy' Lozano","Del Rio, TX","830-774-8790","delriomayor@icloud.com"
"1370","Bob Brown","Lufkin, TX","936-633-0244","mayorbobbrown@cityoflufkin.com"
"1371","Louis Rigby","La Porte, TX","281-471-5020","mayorsoffice@laportetx.gov"
"1372","Elia Garcia","Socorro, TX","915-208-9612","mayor@ci.socorro.tx.us"
"1373","Jerry Mouton Jr.","Deer Park, TX","281-478-7241","jmouton@deerparktx.org"
"1374","Shelley Brophy","Nacogdoches, TX","936-559-2900","sbrophy@ci.nacogdoches.tx.us"
"1375","Bradi Diaz","Copperas Cove, TX","254-547-4221","bdiaz@copperascovetx.gov"
"1376","Scott Cain","Cleburne, TX","(817) 645-0900","scott.cain@cleburne.net"
"1377","Stan ""Stosh"" Boyle","Cibolo, TX","(210) 658-9900","mayor@cibolotx.gov"
"1378","Ramsey English Cantu","Eagle Pass, TX","830-773-1111","sgarcia@eaglepasstx.us"
"1379","Doug Gaul","Hutto, TX","512-759-4033","doug.gaul@huttotx.gov"
"1380","Sergio Coronado","Hidalgo, TX","956-843-2286","scoronado777@gmail.com"
"1381","Frank Moreno Junior","Crystal City, TX","830-448-9444",""
"1382","Erin J. Mendenhall","Salt Lake City, UT","801-535-7704","erin.mendenhall@slcgov.com"
"1383","Ron Bigelow","West Valley City, UT","801-963-3373","ron.bigelow@wvc-ut.gov"
"1384","Michelle G. Kaufusi","Provo, UT","801-852-6100","mkaufusi@provo.org"
"1385","Jim Riding","West Jordan, UT","801-569-5100","jim.riding@westjordan.utah.gov"
"1386","Richard Brunst","Orem, UT","801-226-0151","rfbrunst@orem.org"
"1387","Kurt Bradburn","Sandy City, UT","801-568-7109","kbradburn@sandy.utah.gov"
"1388","Mike Caldwell","Ogden, UT","801-629-8111","mayor@ogdencity.com"
"1389","Jon Pike","St. George, UT","435-674-4253","jon.pike@sgcity.org"
"1390","Scott Freitag","Layton, UT","801-336-3801","sfreitag@laytoncity.org"
"1391","Dawn R. Ramsey","South Jordan, UT","801-254-6741","dramsey@sjc.utah.gov"
"1392","Mark I. Johnson","Lehi, UT","801-768-7100","mjohnson@lehi-ut.gov"
"1393","Jeff Silvestrini","Millcreek, UT","(801) 214-2705","jsilvestrini@millcreek.us"
"1394","Kristie Steadman Overson","Taylorsville, UT","801-963-5400","koverson@taylorsvilleut.gov"
"1395","Holly H. Daines","Logan, UT","435-716-9002","holly.daines@loganutah.org"
"1396","D. Blair Camp","Murray, UT","801-264-2600","blair.camp@murray.utah.gov"
"1397","Troy K. Walker","Draper, UT","801-576-6513","troy.walker@draper.ut.us"
"1398","Trent Staggs","Riverton, UT","801-208-3129","tstaggs@rivertoncity.com"
"1399","Randy Lewis","Bountiful, UT","801-298-6146","rlewis@bountifulutah.gov"
"1400","Steve Leifson","Spanish Fork, UT","801-804-4500","mayor@spanishfork.org"
"1401","Robert E. Dandoy","Roy, UT","801-985-9220","rdandoy@royutah.org"
"1402","Guy L. Fugal","Pleasant Grove, UT","801-785-5045","mayor@pgcity.org"
"1403","Paula Larsen","Kearns, UT","801-963-9150","robertandpaula90@msn.com"
"1404","Debbie Winn","Tooele, UT","435-843-2104","dwinn@tooelecity.org"
"1405","Mike Peterson","Cottonwood Heights, UT","801-944-7087","mpeterson@ch.utah.gov"
"1406","Robert M. Hale","Midvale, UT","801-567-7204","rhale@midvale.com"
"1407","Richard J. Child","Springville, UT","801-489-2700","rchild@springville.org"
"1408","Maile Wilson Edwards","Cedar City, UT","(435) 586-2950","mayorwilson@cedarcity.org"
"1409","Brad Frost","American Fork, UT","(801) 763-3000","mayorfrost@afcity.net"
"1410","Mark R. Shepherd","Clearfield, UT","801-388-8143","mark.shepherd@clearfieldcity.org"
"1411","Emily S. Niehaus","Moab, UT","435-259-5121","mayor@moabcity.org"
"1412","Miro Weinberger","Burlington, VT","802-865-7272","mayor@burlingtonvt.gov"
"1413","John Hollar","Montpelier, VT","802-223-9502","jhollar@montpelier-vt.org"
"1414","Jenny A. Durkan","Seattle, WA","206-684-4000","jenny.durkan@seattle.gov"
"1415","Muriel Bowser","Washington, DC","202-727-6300","tomas.talamante@dc.gov"
"1416","Nadine Woodward","Spokane, WA","509-625-6250","mayor@spokanecity.org"
"1417","Victoria Woodards","Tacoma, WA","253-591-5100","victoria.woodards@cityoftacoma.org"
"1418","Anne McEnerny-Ogle","Vancouver, WA","360-487-8629","anne.mcenerny-ogle@cityofvancouver.us"
"1419","Lynne Robinson","Bellevue, WA","425-452-7810","lrobinson@bellevuewa.gov"
"1420","Dana Ralph","Kent, WA","253-856-5700","mayor@kentwa.gov"
"1421","Cassie Franklin","Everett, WA","425-257-8700","cfranklin@everettwa.gov"
"1422","Armondo Pavone","Renton, WA","425-430-6500","apavone@rentonwa.gov"
"1423","Ben Wick","Spokane Valley, WA","509-720-5065","bwick@spokanevalley.org"
"1424","Jim Ferrell","Federal Way, WA","253-835-7000","jim.ferrell@cityoffederalway.com"
"1425","Patricia Byers","Yakima, WA","509-901-9114","patricia.byers@yakimawa.gov"
"1426","Seth Fleetwood","Bellingham, WA","360-778-8100","mayorsoffice@cob.org"
"1427","Penny Sweet","Kirkland, WA","425-587-3534","psweet@kirklandwa.gov"
"1428","Don Britain","Kennewick, WA","509-430-4178","don.britain@ci.kennewick.wa.us"
"1429","Nancy Backus","Auburn, WA","253-931-3041","nbackus@auburnwa.gov"
"1430","Saul Martinez","Pasco, WA","509-545-3404","martinezcouncil@pasco-wa.gov"
"1431","Jon Nehring","Marysville, WA","360363-8000","jnehring@marysvillewa.gov"
"1432","Angela Birney","Redmond, WA","425-556-2101","mayor@redmond.gov"
"1433","Karen Moran","Sammamish, WA","425-392-1412","kmoran@sammamish.us"
"1434","Don Anderson","Lakewood, WA","253-983-7705","danderson@cityoflakewood.us"
"1435","Ryan Lukson","Richland, WA","509-946-5116","rlukson@ci.richland.wa.us"
"1436","Will Hall","Shoreline, WA","206-373-1630","whall@shorelinewa.gov"
"1437","Cheryl L. Selby","Olympia, WA","360-753-8447","cselby@ci.olympia.wa.us"
"1438","Jimmy Matta","Burien, WA","206-248-5508","jimmym@burienwa.gov"
"1439","Andy Ryder","Lacey, WA","360-349-3133","aryder@ci.lacey.wa.us"
"1440","Joann Gattinelli","Washington Township, NJ","856-589-0525","mayorgattinelli@twp.washington.nj.us"
"1441","Liam Olsen","Bothell, WA","425-299-7081","liam.olsen@bothellwa.gov"
"1442","Mike Nelson","Edmonds, WA","425-771-0247","michael.nelson@edmondswa.gov"
"1443","Shirley Washington","Pine Bluff, AR","870-730-2000","mayor@cityofpinebluff.com"
"1444","Julie Door","Puyallup, WA","253-320-5826","jdoor@ci.puyallup.wa.us"
"1445","Greg Wheeler","Bremerton, WA","360-473-5266","greg.wheeler@ci.bremerton.wa.us"
"1446","Mary Lou Pauly","Issaquah, WA","425-837-3020","mayor@issaquahwa.gov"
"1447","Nicola Smith","Lynnwood, WA","425-775-1971","nsmith@lynnwoodwa.gov"
"1448","MaryAlice Wallis","Longview, WA","360-442-5005","maryalice.wallis@ci.longview.wa.us"
"1449","Jill Boudreau","Mount Vernon, WA","360-336-6211","mvmayor@mountvernonwa.gov"
"1450","Frank J. Kuntz","Wenatchee, WA","(509) 888-6204","fkuntz@wenatcheewa.gov"
"1451","Glenn A. Johnson","Pullman, WA","509-338-3316","glenn.johnson@pullman-wa.gov"
"1452","Caroline Belleci","University Place, WA","253-682-7379","cbelleci@cityofup.com"
"1453","Tom Scribner","Walla Walla, WA","509-527-4522","tscribner@wallawallawa.gov"
"1454","Matt Pina","Des Moines, WA","206-824-8216","mpina@desmoineswa.gov"
"1455","Jennifer Gregerson","Mukilteo, WA","425-263-8018","jgregerson@mukilteowa.gov"
"1456","Allan Ekberg","Tukwila, WA","206-433-1850","mayor@tukwilawa.gov"
"1457","Amy Goodwin","Charleston, WV","304-348-8033","mayorsoffice@cityofcharleston.org"
"1458","Steve Williams","Huntington, WV","304-696-5540","williamss@huntingtonwv.gov"
"1459","Bill Kawecki","Morgantown, WV","304-296-2090","wkawecki@morgantownwv.gov"
"1460","Tom Joyce","Parkersburg, WV","304-424-8420","connie.shaffer@parkersburgwv.gov"
"1461","Glenn F. Elliott Jr.","Wheeling, WV","304-234-3604","gelliott@wheelingwv.gov"
"1462","Thomas 'Tom' Barrett","Milwaukee, WI","414-286-2200","mayor@milwaukee.gov"
"1463","Satya Rhodes-Conway","Madison, WI","608-266-4611","mayor@cityofmadison.com"
"1464","Eric Genrich","Green Bay, WI","920-448-3005","mayorgenrich@greenbaywi.gov"
"1465","John Martin Antaramian","Kenosha, WI","262-653-4000","mayor@kenosha.org"
"1466","Cory Mason","Racine, WI","262-636-9111","mayor@cityofracine.org"
"1467","Jake Woodford","Appleton, WI","920-832-6400","mayor@appleton.org"
"1468","Shawn N. Reilly","Waukesha, WI","262-524-3700","sreilly@waukesha-wi.gov"
"1469","Lori Palmeri","Oshkosh, WI","920-235-1116",""
"1470","Kerry Kincaid","Eau Claire, WI","715-839-4902","kerry.kincaid@ec-citycouncil.com"
"1471","Richard Gruber","Janesville, WI","608-373-6016","rgruber@ci.janesville.wi.us"
"1472","Dan Devine","West Allis, WI","414-302-8290","mayor@ci.west-allis.wi.us"
"1473","Tim Kabat","La Crosse, WI","608-789-7500","kabatt@cityoflacrosse.org"
"1474","Dennis McBride","Wauwatosa, WI","414-479-8915","mayor@wauwatosa.net"
"1475","Michael Vandersteen","Sheboygan, WI","920-459-3317","mayor.vandersteen@sheboyganwi.gov"
"1476","Brian Kolstad","Fond du Lac, WI","920-238-6005","bkolstad@fdl.wi.gov"
"1477","David Ament","New Berlin, WI","262-797-2441","dament@newberlin.org"
"1478","Steven 'Steve' V. Ponto","Brookfield, WI","262-787-3525","ponto@ci.brookfield.wi.us"
"1479","Katie Rosenberg","Wausau, WI","715-261-6800","mayor@mail.ci.wausau.wi.us"
"1480","Dave Glasgow","Menomonee Falls, WI","262-532-4240","trusteeglasgow@menomonee-falls.org"
"1481","Michael J. Neitzke","Greenfield, WI","414-329-5200","mayorneitzke@ci.greenfield.wi.us"
"1482","Regina Dunkin","Beloit, WI","608-364-4525","dunkinr@beloitwi.gov"
"1483","Daniel Bukiewicz","Oak Creek, WI","414-768-6500","dbukiewicz@oakcreekwi.org"
"1484","Steve Olson","Franklin, WI","414-427-7529","solson@franklinwi.gov"
"1485","Paul T. Esser","Sun Prairie, WI","608-825-1164","pesser@cityofsunprairie.com"
"1486","Justin Nickels","Manitowoc, WI","920-686-6980","jnickels@manitowoc.org"
"1487","Chris Jenkins","West Bend, WI","262-335-5111","mayor@ci.west-bend.wi.us"
"1488","Shane E. Blaser","Wisconsin Rapids, WI","(715) 421-8216","sblaser@wirapids.org"
"1489","Deb Lewis","Ashland, WI","715-682-7033","dlewis@coawi.org"
"1490","Jack Poll","Wyoming, MI","616-530-7227","pollj@wyomingmi.gov"
"1491","Marian J. Orr","Cheyenne, WY","307-637-6300","mayor@cheyennecity.org"
"1492","Steve Freel","Casper, WY","307-259-1276","sfreel@casperwy.gov"
"1493","Joe Shumway","Laramie, WY","307-742-9951","jshumway@cityoflaramie.org"
"1494","Louise Carter-King","Gillette, WY","307-686-5203","admn@gillettewy.gov"
"1495","Pete Muldoon","Jackson, WY","","pmuldoon@jacksonwy.gov"
